base_id,source,source_stem,resolution_condition,filter_type,base_image_sha256,base_resolution,resized_resolution,resize_method,face_bbox,final_model_input_shape,filter_params,jpeg_policy,output_path,output_sha256,status,note
repl0029_clean,DF40-cdf-sd2.1,Celeb-real_id0_0004_146,canonical_1024,clean,29294a4571cdfcab41c277606656b1310cf09af53ab3c71194f3eaab259c9942,512x512,1024x1024,2,"221.5,233.3,689.2,788.8","224x224 (pipeline.py transform_infer, applied uniformly at inference)",{},"N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0029_clean_canonical1024_clean.png,93d5f0360bbfbbee931ff27277b338ea635406a58bfd00721b9c82a15328ee11,OK_GENERATED,
repl0029_clean,DF40-cdf-sd2.1,Celeb-real_id0_0004_146,canonical_1024,smoothing_medium,29294a4571cdfcab41c277606656b1310cf09af53ab3c71194f3eaab259c9942,512x512,1024x1024,2,"221.5,233.3,689.2,788.8","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'bilateral_d_sigmaColor_sigmaSpace': [15, 80, 80]}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0029_clean_canonical1024_smoothing_medium.png,b75a41434b4743e53f164bfeb6444dbc36c94ae6e63d58ce6701f6877ff2af2e,OK_GENERATED,
repl0029_clean,DF40-cdf-sd2.1,Celeb-real_id0_0004_146,canonical_1024,whitening_medium,29294a4571cdfcab41c277606656b1310cf09af53ab3c71194f3eaab259c9942,512x512,1024x1024,2,"221.5,233.3,689.2,788.8","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'lab_L_shift_fraction': 0.15}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0029_clean_canonical1024_whitening_medium.png,9562da318a23fd0a68dae7ee974d21f336fa1e0b3751d19ad3e50365294a6de0,OK_GENERATED,
repl0029_clean,DF40-cdf-sd2.1,Celeb-real_id0_0004_146,canonical_1024,eye_enlarging,29294a4571cdfcab41c277606656b1310cf09af53ab3c71194f3eaab259c9942,512x512,1024x1024,2,"221.5,233.3,689.2,788.8","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'scale': 1.18, 'radius_factor': 1.7}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0029_clean_canonical1024_eye_enlarging.png,99fae4687bffe850ccdc7a72665b6c66840f9e830301e5510077489f57d8dde8,OK_GENERATED,
repl0029_clean,DF40-cdf-sd2.1,Celeb-real_id0_0004_146,canonical_1024,face_reshaping,29294a4571cdfcab41c277606656b1310cf09af53ab3c71194f3eaab259c9942,512x512,1024x1024,2,"221.5,233.3,689.2,788.8","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'shrink_ratio': 0.92, 'radius_px_FIXED': 60.0}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0029_clean_canonical1024_face_reshaping.png,18c9b835b9ceeca9ccee375de40e35170a4137ffdc2f4413ae7872d8a8a2302a,OK_GENERATED,
repl0030_clean,DF40-cdf-ddim,YouTube-real_00218_107,native,clean,f01a15c4e7e1699d140d42ade76626e70dadf8d2d32234f2d5d1d809edfe10aa,256x256,256x256,"N/A (reused existing file, not regenerated)",,"224x224 (pipeline.py transform_infer, applied uniformly at inference)",{},"N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\v815_replication_set\repl0030_clean.jpg,f01a15c4e7e1699d140d42ade76626e70dadf8d2d32234f2d5d1d809edfe10aa,OK_REUSED_EXISTING,
repl0030_clean,DF40-cdf-ddim,YouTube-real_00218_107,canonical_256,clean,f01a15c4e7e1699d140d42ade76626e70dadf8d2d32234f2d5d1d809edfe10aa,256x256,256x256,2,"64.3,80.4,129.6,153.0","224x224 (pipeline.py transform_infer, applied uniformly at inference)",{},"N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0030_clean_canonical256_clean.png,c95318f874fb00c2a58d6e1df3add78351e92d65b009733ea8d1557d2e483d95,OK_GENERATED,
repl0030_clean,DF40-cdf-ddim,YouTube-real_00218_107,canonical_256,smoothing_medium,f01a15c4e7e1699d140d42ade76626e70dadf8d2d32234f2d5d1d809edfe10aa,256x256,256x256,2,"64.3,80.4,129.6,153.0","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'bilateral_d_sigmaColor_sigmaSpace': [15, 80, 80]}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0030_clean_canonical256_smoothing_medium.png,a665a81abb19be18206853c5e57cab726ea982e5f8fbf2c09be31f9ba4589a5d,OK_GENERATED,
repl0030_clean,DF40-cdf-ddim,YouTube-real_00218_107,canonical_256,whitening_medium,f01a15c4e7e1699d140d42ade76626e70dadf8d2d32234f2d5d1d809edfe10aa,256x256,256x256,2,"64.3,80.4,129.6,153.0","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'lab_L_shift_fraction': 0.15}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0030_clean_canonical256_whitening_medium.png,a806cb5a809fabb3b36f68a1fa43c17b512e142af106b414a5a4139c90a150fc,OK_GENERATED,
repl0030_clean,DF40-cdf-ddim,YouTube-real_00218_107,canonical_256,eye_enlarging,f01a15c4e7e1699d140d42ade76626e70dadf8d2d32234f2d5d1d809edfe10aa,256x256,256x256,2,"64.3,80.4,129.6,153.0","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'scale': 1.18, 'radius_factor': 1.7}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0030_clean_canonical256_eye_enlarging.png,424721f29f3c856219dd7348afeb0c3aa6e746cc1b01c4c279c1a452cae2bcca,OK_GENERATED,
repl0030_clean,DF40-cdf-ddim,YouTube-real_00218_107,canonical_256,face_reshaping,f01a15c4e7e1699d140d42ade76626e70dadf8d2d32234f2d5d1d809edfe10aa,256x256,256x256,2,"64.3,80.4,129.6,153.0","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'shrink_ratio': 0.92, 'radius_px_FIXED': 60.0}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0030_clean_canonical256_face_reshaping.png,04ff08b1082640741d94bc4bb83726ed915cc7eb3c14905264d83494a37e4ae5,OK_GENERATED,
repl0030_clean,DF40-cdf-ddim,YouTube-real_00218_107,canonical_512,clean,f01a15c4e7e1699d140d42ade76626e70dadf8d2d32234f2d5d1d809edfe10aa,256x256,512x512,2,"128.8,160.7,259.3,306.6","224x224 (pipeline.py transform_infer, applied uniformly at inference)",{},"N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0030_clean_canonical512_clean.png,75681ea06b21e8bdf86478fdb79cf73634c21de9dbf39ae3ce2e7c6493960440,OK_GENERATED,
repl0030_clean,DF40-cdf-ddim,YouTube-real_00218_107,canonical_512,smoothing_medium,f01a15c4e7e1699d140d42ade76626e70dadf8d2d32234f2d5d1d809edfe10aa,256x256,512x512,2,"128.8,160.7,259.3,306.6","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'bilateral_d_sigmaColor_sigmaSpace': [15, 80, 80]}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0030_clean_canonical512_smoothing_medium.png,243db444f0675b9aa1622c2ea550a03e79b9655d3581a00c7f0f7ad15e5e7606,OK_GENERATED,
repl0030_clean,DF40-cdf-ddim,YouTube-real_00218_107,canonical_512,whitening_medium,f01a15c4e7e1699d140d42ade76626e70dadf8d2d32234f2d5d1d809edfe10aa,256x256,512x512,2,"128.8,160.7,259.3,306.6","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'lab_L_shift_fraction': 0.15}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0030_clean_canonical512_whitening_medium.png,25743e744513dfcfa1e3f75a49b393f23c34059354166993c259e3e0cf085771,OK_GENERATED,
repl0030_clean,DF40-cdf-ddim,YouTube-real_00218_107,canonical_512,eye_enlarging,f01a15c4e7e1699d140d42ade76626e70dadf8d2d32234f2d5d1d809edfe10aa,256x256,512x512,2,"128.8,160.7,259.3,306.6","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'scale': 1.18, 'radius_factor': 1.7}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0030_clean_canonical512_eye_enlarging.png,8706674890a28b12acc3c39c78bd5c41870b6a79007a25a9e9e84402c3958b57,OK_GENERATED,
repl0030_clean,DF40-cdf-ddim,YouTube-real_00218_107,canonical_512,face_reshaping,f01a15c4e7e1699d140d42ade76626e70dadf8d2d32234f2d5d1d809edfe10aa,256x256,512x512,2,"128.8,160.7,259.3,306.6","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'shrink_ratio': 0.92, 'radius_px_FIXED': 60.0}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0030_clean_canonical512_face_reshaping.png,ae333e458b80144805e7be70ee53ec82dcaf0965543efbf22332837a8c5dc5ec,OK_GENERATED,
repl0030_clean,DF40-cdf-ddim,YouTube-real_00218_107,canonical_1024,clean,f01a15c4e7e1699d140d42ade76626e70dadf8d2d32234f2d5d1d809edfe10aa,256x256,1024x1024,2,"259.0,322.0,517.4,612.9","224x224 (pipeline.py transform_infer, applied uniformly at inference)",{},"N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0030_clean_canonical1024_clean.png,3ad8b42cd2fe094eb964f9cd06435448ee11e81566a110056165ea7d94e76e41,OK_GENERATED,
repl0030_clean,DF40-cdf-ddim,YouTube-real_00218_107,canonical_1024,smoothing_medium,f01a15c4e7e1699d140d42ade76626e70dadf8d2d32234f2d5d1d809edfe10aa,256x256,1024x1024,2,"259.0,322.0,517.4,612.9","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'bilateral_d_sigmaColor_sigmaSpace': [15, 80, 80]}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0030_clean_canonical1024_smoothing_medium.png,26744574c0086e884b105e7d905df4c38b2f769903a112cc82c63cf6142ba9a4,OK_GENERATED,
repl0030_clean,DF40-cdf-ddim,YouTube-real_00218_107,canonical_1024,whitening_medium,f01a15c4e7e1699d140d42ade76626e70dadf8d2d32234f2d5d1d809edfe10aa,256x256,1024x1024,2,"259.0,322.0,517.4,612.9","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'lab_L_shift_fraction': 0.15}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0030_clean_canonical1024_whitening_medium.png,d5b361e00bd3e14861816fd283b8ad60b9ce469ab3ec8894bb1b65d82cadcc0c,OK_GENERATED,
repl0030_clean,DF40-cdf-ddim,YouTube-real_00218_107,canonical_1024,eye_enlarging,f01a15c4e7e1699d140d42ade76626e70dadf8d2d32234f2d5d1d809edfe10aa,256x256,1024x1024,2,"259.0,322.0,517.4,612.9","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'scale': 1.18, 'radius_factor': 1.7}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0030_clean_canonical1024_eye_enlarging.png,1b1696714afeb755a25b6d51ce80a72a1e892b71bbe2b4a303cc2b25f3e4b5f9,OK_GENERATED,
repl0030_clean,DF40-cdf-ddim,YouTube-real_00218_107,canonical_1024,face_reshaping,f01a15c4e7e1699d140d42ade76626e70dadf8d2d32234f2d5d1d809edfe10aa,256x256,1024x1024,2,"259.0,322.0,517.4,612.9","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'shrink_ratio': 0.92, 'radius_px_FIXED': 60.0}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0030_clean_canonical1024_face_reshaping.png,e6f47f19dee8f01bcf287fa09946263dfa77a9397366e8469b4a0851cd8efb0b,OK_GENERATED,
repl0031_clean,DF40-cdf-sd2.1,YouTube-real_00169_347,native,clean,e644ea52ebd01ba4d3081781a80a828acad6da0fff2ae91ec16831e424aa8c13,512x512,512x512,"N/A (reused existing file, not regenerated)",,"224x224 (pipeline.py transform_infer, applied uniformly at inference)",{},"N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\v815_replication_set\repl0031_clean.jpg,e644ea52ebd01ba4d3081781a80a828acad6da0fff2ae91ec16831e424aa8c13,OK_REUSED_EXISTING,
repl0031_clean,DF40-cdf-sd2.1,YouTube-real_00169_347,canonical_256,clean,e644ea52ebd01ba4d3081781a80a828acad6da0fff2ae91ec16831e424aa8c13,512x512,256x256,3,"39.5,78.2,177.0,204.6","224x224 (pipeline.py transform_infer, applied uniformly at inference)",{},"N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0031_clean_canonical256_clean.png,cb0a74b175c2e62eb5291fe4874e2038b90868d12a70df1add87ded7f08b5f52,OK_GENERATED,
repl0031_clean,DF40-cdf-sd2.1,YouTube-real_00169_347,canonical_256,smoothing_medium,e644ea52ebd01ba4d3081781a80a828acad6da0fff2ae91ec16831e424aa8c13,512x512,256x256,3,"39.5,78.2,177.0,204.6","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'bilateral_d_sigmaColor_sigmaSpace': [15, 80, 80]}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0031_clean_canonical256_smoothing_medium.png,4c8e9ce52b4cf5b8e67be68c8d1567f92df92dd142612bac753bb73cae2f95b3,OK_GENERATED,
repl0031_clean,DF40-cdf-sd2.1,YouTube-real_00169_347,canonical_256,whitening_medium,e644ea52ebd01ba4d3081781a80a828acad6da0fff2ae91ec16831e424aa8c13,512x512,256x256,3,"39.5,78.2,177.0,204.6","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'lab_L_shift_fraction': 0.15}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0031_clean_canonical256_whitening_medium.png,de845877ff7fccef2d8c16c4040e38a3132f711ffa13590b6b2ffd62c4645ffe,OK_GENERATED,
repl0031_clean,DF40-cdf-sd2.1,YouTube-real_00169_347,canonical_256,eye_enlarging,e644ea52ebd01ba4d3081781a80a828acad6da0fff2ae91ec16831e424aa8c13,512x512,256x256,3,"39.5,78.2,177.0,204.6","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'scale': 1.18, 'radius_factor': 1.7}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0031_clean_canonical256_eye_enlarging.png,c00a29b4b791f42110c19f2ca372097a700bd8479f8a713d3dc918917651fb42,OK_GENERATED,
repl0031_clean,DF40-cdf-sd2.1,YouTube-real_00169_347,canonical_256,face_reshaping,e644ea52ebd01ba4d3081781a80a828acad6da0fff2ae91ec16831e424aa8c13,512x512,256x256,3,"39.5,78.2,177.0,204.6","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'shrink_ratio': 0.92, 'radius_px_FIXED': 60.0}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0031_clean_canonical256_face_reshaping.png,edae9e80ebe4a8ccd5f5afaf20f899a35e769e6bfc96f7adf9040b2ebea0a66a,OK_GENERATED,
repl0031_clean,DF40-cdf-sd2.1,YouTube-real_00169_347,canonical_512,clean,e644ea52ebd01ba4d3081781a80a828acad6da0fff2ae91ec16831e424aa8c13,512x512,512x512,2,"79.2,157.0,354.2,409.0","224x224 (pipeline.py transform_infer, applied uniformly at inference)",{},"N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0031_clean_canonical512_clean.png,8c15afc0409b29364b73c5c551d8b818d87b61f425eec691ab795a6fb43c7332,OK_GENERATED,
repl0031_clean,DF40-cdf-sd2.1,YouTube-real_00169_347,canonical_512,smoothing_medium,e644ea52ebd01ba4d3081781a80a828acad6da0fff2ae91ec16831e424aa8c13,512x512,512x512,2,"79.2,157.0,354.2,409.0","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'bilateral_d_sigmaColor_sigmaSpace': [15, 80, 80]}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0031_clean_canonical512_smoothing_medium.png,f58fda2a686e0ff9e358090ec85a6153072f6b6da29ac6be53da1e0a84a365fc,OK_GENERATED,
repl0031_clean,DF40-cdf-sd2.1,YouTube-real_00169_347,canonical_512,whitening_medium,e644ea52ebd01ba4d3081781a80a828acad6da0fff2ae91ec16831e424aa8c13,512x512,512x512,2,"79.2,157.0,354.2,409.0","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'lab_L_shift_fraction': 0.15}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0031_clean_canonical512_whitening_medium.png,10a46c53a4b7d75af8fb12f670f568ae234ea93b7ed71f90a91b0fca9a2e3391,OK_GENERATED,
repl0031_clean,DF40-cdf-sd2.1,YouTube-real_00169_347,canonical_512,eye_enlarging,e644ea52ebd01ba4d3081781a80a828acad6da0fff2ae91ec16831e424aa8c13,512x512,512x512,2,"79.2,157.0,354.2,409.0","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'scale': 1.18, 'radius_factor': 1.7}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0031_clean_canonical512_eye_enlarging.png,cfbe0c322ef1191b34bbf932e397d23d336b415de34050d13d286a35a8033d69,OK_GENERATED,
repl0031_clean,DF40-cdf-sd2.1,YouTube-real_00169_347,canonical_512,face_reshaping,e644ea52ebd01ba4d3081781a80a828acad6da0fff2ae91ec16831e424aa8c13,512x512,512x512,2,"79.2,157.0,354.2,409.0","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'shrink_ratio': 0.92, 'radius_px_FIXED': 60.0}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0031_clean_canonical512_face_reshaping.png,b8e8ec41baa0f3d92420eae66eddcff2e92481b8440fed4564d495258d729fc0,OK_GENERATED,
repl0031_clean,DF40-cdf-sd2.1,YouTube-real_00169_347,canonical_1024,clean,e644ea52ebd01ba4d3081781a80a828acad6da0fff2ae91ec16831e424aa8c13,512x512,1024x1024,2,"159.4,314.1,708.3,817.4","224x224 (pipeline.py transform_infer, applied uniformly at inference)",{},"N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0031_clean_canonical1024_clean.png,b72ee9c16df9ca68159b65ef1a86ab7fadd3748188ef5fbbfa3a4a4271efd0f2,OK_GENERATED,
repl0031_clean,DF40-cdf-sd2.1,YouTube-real_00169_347,canonical_1024,smoothing_medium,e644ea52ebd01ba4d3081781a80a828acad6da0fff2ae91ec16831e424aa8c13,512x512,1024x1024,2,"159.4,314.1,708.3,817.4","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'bilateral_d_sigmaColor_sigmaSpace': [15, 80, 80]}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0031_clean_canonical1024_smoothing_medium.png,69c317d16b7d54995e0581ea821e2488bb4e83ec2ec33bfc4de1cdd98210e575,OK_GENERATED,
repl0031_clean,DF40-cdf-sd2.1,YouTube-real_00169_347,canonical_1024,whitening_medium,e644ea52ebd01ba4d3081781a80a828acad6da0fff2ae91ec16831e424aa8c13,512x512,1024x1024,2,"159.4,314.1,708.3,817.4","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'strength': 'medium', 'lab_L_shift_fraction': 0.15}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0031_clean_canonical1024_whitening_medium.png,ff5ed8c54dd823763f0c808655bc7e171b56282cfa64fea895ec0ddf65fca4f1,OK_GENERATED,
repl0031_clean,DF40-cdf-sd2.1,YouTube-real_00169_347,canonical_1024,eye_enlarging,e644ea52ebd01ba4d3081781a80a828acad6da0fff2ae91ec16831e424aa8c13,512x512,1024x1024,2,"159.4,314.1,708.3,817.4","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'scale': 1.18, 'radius_factor': 1.7}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0031_clean_canonical1024_eye_enlarging.png,62698ad60f3fe1b92a745917e35d474d8bf28aefcaaee7573ac8be5b00e132a2,OK_GENERATED,
repl0031_clean,DF40-cdf-sd2.1,YouTube-real_00169_347,canonical_1024,face_reshaping,e644ea52ebd01ba4d3081781a80a828acad6da0fff2ae91ec16831e424aa8c13,512x512,1024x1024,2,"159.4,314.1,708.3,817.4","224x224 (pipeline.py transform_infer, applied uniformly at inference)","{'shrink_ratio': 0.92, 'radius_px_FIXED': 60.0}","N/A at storage time (PNG, lossless); pipeline.py's preprocess_jpeg(quality=85) applied uniformly at inference time for ALL resolution conditions, see p1_r1_5_score_resolution_conditions.py",C:\My_Project\AIGC\results\research\p1_r1_5_resolution_causal_audit_20260814\resolution_controlled_images\repl0031_clean_canonical1024_face_reshaping.png,6a1c9d253bf72e288b75881fb003d8eb543c74e147bc3a577891b1bf4e243911,OK_GENERATED,
